"Gene.ID"	"Incipient"	"Moderate"	"Severe"
156	0.419716151	1.084191445	0.98833943
157	0.329554957	0.638798718	0.274050205
158	1.035929317	1.300310046	0.931932895
159	0.120185687	1.048089668	1.232624548
161	0.873843043	0.480053535	1.608755383
162	0.313406586	0.792286519	0.079016336
163	1.087857618	2.132576828	2.344989278
164	0.726198677	0.645095898	1.038321875
165	0.28934783	0.945686628	1.039782633
166	0.239791668	0.071949045	1.799068503
167	0.696727881	1.120459916	1.275815104
173	0.041906627	0.131111423	1.110605268
174	0.096827947	0.587566549	0.574801919
175	1.097984194	0.859557452	1.431159828
176	0.83694911	0.979329741	0.405326334
177	0.531251788	0.241376978	0.304118364
178	0.060908664	0.180925614	1.237438321
181	0.142987387	0.060514028	0.26237499
182	0.474130972	0.580459622	0.291399829
183	0.431384916	0.798141245	0.333686521
185	1.275183074	1.380022684	2.18603732
186	0.071551902	0.635369076	0.598213264
187	0.318156086	2.034082515	1.297371887
189	0.518330982	1.321235618	0.849452833
190	0.399147153	0.329893452	0.210519301
191	0.116150955	0.525824054	1.056194788
196	0.292230435	0.234728341	0.276687344
197	0.018899651	0.135774917	0.411044435
199	0.572240464	1.071480402	0.840295532
202	0.600905082	1.223256086	1.050853686
203	0.404718255	0.411564	0.943552442
204	0.989707037	0.794923528	0.48227669
207	0.038392284	1.057660149	1.347140634
208	0.630833852	0.725100317	1.484438855
210	0.564349322	1.836197947	0.39149476
211	0.470716495	1.464330953	0.836955017
212	1.275684497	0.869593369	0.107486173
213	0.763489782	1.037600198	0.694456775
214	0.125032568	0.329396845	0.31348776
215	1.354673492	1.608955486	0.333113895
216	0.099265949	0.436083312	0.732604412
217	0.827360418	1.073007607	1.035717118
218	0.119783924	0.336407218	0.113429415
219	1.794372676	0.751528724	0.731584301
220	0.236230677	1.213906052	1.457927501
221	0.724869121	0.255498049	0.06484644
222	0.105405273	0.218791835	0.603743937
223	0.20646185	0.03162783	0.091217735
224	1.033729871	1.13208659	0.504773424
225	0.404303643	0.309447396	0.098502362
226	0.300248673	0.393646718	1.493063228
228	0.594643953	0.616642401	0.601547765
229	0.584185447	0.62923982	2.009328536
230	0.554546347	0.06622282	1.856554712
231	0.010080614	0.654887017	1.807651728
238	0.519550134	0.552401058	1.057704857
239	0.066285582	0.258906125	0.150173153
240	0.546356116	0.705264575	1.197643569
241	0.345152758	1.207454023	0.437327042
242	0.5424743	0.651808421	0.294443878
245	0.591518471	0.62219895	0.107684557
246	0.025563109	0.662026507	0.137001399
247	0.057625517	0.221390715	0.5307987
248	0.320670611	0.764812239	0.333729306
249	0.504318657	0.353191382	0.010753203
250	0.446346156	0.215618433	0.112710861
251	0.176353166	0.526144468	0.148898997
257	0.046074709	0.222594118	0.091940401
258	0.525136275	0.303753459	0.188259251
259	0.198848832	0.449658368	0.528179036
262	0.286921084	0.613068969	0.228308157
265	0.04097402	0.264194203	0.368293667
266	0.089022913	0.067354242	0.458253935
267	0.350518238	1.026246308	2.009425278
268	0.959398989	0.031539671	0.636325332
269	0.150770606	0.243616041	0.195857528
270	0.37040448	0.126113938	0.333300269
271	0.384011805	0.122244137	0.171040934
272	0.195661253	0.448235334	2.282116312
273	0.050160735	1.232828923	0.664057406
274	0.749642916	0.799208866	1.632773921
275	0.774196462	0.149979773	0.817672829
280	0.194291956	0.054372072	0.984510068
283	0.412771395	0.297918515	0.088058093
284	0.12599951	1.036034833	1.978648222
285	0.416317464	0.211656508	0.956637742
286	2.271242958	2.35897658	2.406394423
287	0.842316509	0.551600436	1.961036035
288	0.48165687	1.187968106	1.256790237
290	0.365510489	0.030274353	0.093722571
291	0.669952049	1.901462698	1.218473124
292	0.315804454	1.247489701	1.064628082
293	1.188016032	0.388689771	2.13813429
301	0.065579657	0.534519214	0.608320014
302	0.375643089	0.376335674	1.233849765
303	1.006111523	0.19033168	0.253315399
304	0.267011303	0.103286929	0.224519565
305	0.10814867	0.049197714	0.050819886
306	0.298551665	0.007074965	0.591332401
307	0.342126347	0.046457508	0.958592371
308	0.168556838	0.293351456	0.202276603
309	0.587396606	0.156890337	0.560110293
310	0.458619258	0.985165908	1.179830204
311	0.258203767	0.295363349	0.611721447
312	0.420022121	0.414844361	0.362102992
313	0.181082195	0.074819042	0.550390629
314	0.750270254	0.288276089	1.23953326
316	0.310436362	1.292371598	0.478002967
317	0.646195943	2.530272361	0.209559191
318	0.337642553	0.280909241	0.183427062
319	0.149805794	0.407155061	0.749937611
320	0.364179697	0.568932514	0.400009358
321	0.704691784	2.07537569	1.229189101
322	0.626627409	1.159101508	0.117888334
323	0.717020139	0.833111242	0.836566346
324	0.610696826	1.057378556	2.509628224
325	0.59193813	0.81415345	0.564441936
326	0.328112664	0.291501697	0.1521972
327	0.366419068	0.00747585	1.300827375
328	0.280090919	0.848936164	0.754358884
329	0.608178043	0.052545083	2.119568584
330	1.595202208	0.271343146	0.846318904
331	0.355525456	0.633620187	1.395503191
332	0.231720677	1.093882386	0.579838096
333	0.070398631	0.334996492	0.281543855
334	0.362736026	1.555020306	1.633126712
335	0.12248469	1.331123235	0.747680729
336	0.438099181	0.104505389	0.113307431
337	0.009807545	0.207187325	0.133643888
338	0.438145351	0.830178806	0.648458052
339	0.031581141	0.29604089	0.869347149
341	0.396048978	0.69180801	0.81224687
343	0.247239699	0.280775838	1.049847223
345	0.117594748	0.005712948	0.525956254
346	0.372070701	0.996612365	0.940133155
347	0.263987562	0.473919514	0.304497006
348	1.721542758	1.108510574	0.501732801
350	0.440965695	0.418582771	0.555811859
351	0.997865563	2.943106959	1.455647387
353	0.528518658	1.020467818	0.550005355
354	0.432149974	0.761702706	0.599986326
355	0.816846147	0.272623878	1.124218966
356	0.154174517	0.245647743	0.076998765
357	0.504989961	1.902534376	0.474070871
358	0.1628698	0.510147459	1.356929888
359	0.686548919	1.813544013	0.173119167
360	0.595372954	0.865324457	0.437989108
361	0.276780808	0.377831534	0.113276912
362	0.245434248	0.393369443	0.018079559
363	0.353361668	0.147775017	0.778373482
364	0.806255204	1.510943174	1.480644161
366	0.374715613	0.924458852	0.561439144
367	0.618827658	0.268243823	0.767862655
368	1.436744486	1.280725225	0.623711021
369	0.192665063	0.576776444	0.398723371
372	0.356408836	0.532791992	1.556549876
373	0.379048101	0.732965718	0.990016426
374	0.041867014	0.048388851	0.021666644
375	0.23420112	1.155659826	2.641987254
377	0.518310777	1.619436146	2.140600724
378	0.199955487	1.728713763	0.655100019
379	0.190317951	0.424293709	0.296294528
381	0.081747627	0.380779545	2.026112565
382	0.622471862	0.134565461	0.114945936
383	0.953724786	0.835174428	0.1647105
384	0.072253043	0.218217945	1.197609752
387	0.022633334	0.251333993	0.007895801
388	0.08221522	0.738230937	0.184269957
389	0.021753065	1.290584431	0.280892825
390	2.119531237	2.474281457	0.348018991
391	1.337174065	0.734516739	1.159739984
392	0.453127467	0.774063985	1.57881285
393	0.21556601	0.000413075	0.428869045
394	0.033261112	1.106132134	0.199213345
395	0.362271878	1.786608884	0.882673592
396	0.739733944	0.845524374	1.929913902
397	0.164654219	0.291570708	0.887759879
398	0.365227759	0.420870745	0.548438019
399	0.871564018	0.130865477	0.325089228
400	1.499684305	2.921907301	1.766005678
401	0.013164109	0.145246722	0.060102877
403	0.479034392	0.203537608	0.050209887
405	0.387577915	2.499521327	0.379679455
406	0.592468528	0.465621999	0.730077131
407	0.020234161	0.134464446	0.549813062
408	0.145035592	0.238509437	0.213482876
409	0.211474373	0.177241461	1.339177811
410	0.93899278	1.361018293	0.10679338
411	0.915257374	0.149932643	0.189999588
412	0.722818115	1.158263227	1.427427839
414	0.442365605	0.542152747	1.506212693
415	0.290165651	0.158693306	0.571622461
416	0.150444528	0.759017066	0.707193926
417	0.0287016	0.485227776	0.467861334
419	0.548273343	0.694362155	0.630840764
420	0.874213693	0.288292546	0.10729665
421	0.820147386	1.598014986	0.315461682
427	1.127929038	1.015186169	1.524504613
429	0.508904828	1.397401622	1.439009722
430	0.442229099	0.984712488	0.338841429
432	0.135445848	0.286977237	1.888472486
433	0.048432131	0.025926189	0.291395528
434	0.627056306	0.206670247	0.517954889
435	0.322771348	0.360365739	0.118134179
438	0.520723947	0.507783406	0.390455054
439	0.007503077	0.065587874	1.446466078
440	0.66352863	1.298244014	0.89908801
443	0.186386035	0.413947277	0.174558812
444	0.638855698	0.47256087	1.184943911
445	0.488313728	0.085048688	0.618145637
460	0.569336482	1.260805632	2.834959362
462	0.347378663	0.267254932	0.986190349
463	0.78256456	1.72112246	0.478185419
466	0.758975061	1.070306289	0.160803517
467	0.850168308	0.36483219	0.275969342
468	0.722584107	0.138281623	0.255539609
471	0.454512563	1.858204277	0.46768241
472	0.525689136	0.704262927	1.404948077
473	0.356017026	0.799180565	0.687291529
474	0.081749019	0.237674954	0.67733738
475	0.553580458	0.161093534	0.005180485
476	0.477987828	1.517140303	0.46809907
477	0.831996765	0.749769321	0.163401575
478	0.061894414	0.0470365	1.411298336
479	1.193556021	0.121953044	0.322410182
481	0.456827266	0.004264737	0.45468006
482	0.249973625	0.092237881	0.811568724
483	1.178327489	1.518704956	0.071894249
486	0.966177898	1.099542007	0.804550255
487	0.383992777	0.085832674	0.736010505
488	0.787417511	2.410427137	1.847094204
489	0.486932447	0.617693425	1.084454977
490	0.473751993	0.849379873	2.124442188
491	0.501064315	0.511146397	2.67364181
492	0.340669256	1.636487731	1.423257533
493	0.256743335	0.550699078	2.502966632
495	0.471934793	1.431273683	0.009570684
496	0.024755065	0.160478403	0.700421812
498	0.306863795	1.388268845	1.557063787
501	0.238524079	0.191088907	0.706985411
506	0.403176732	1.783729668	1.669289729
509	0.829544624	2.689685507	1.966280422
513	0.532978707	1.131039417	0.454843843
514	0.279295026	0.423783339	2.2951388
515	0.574484937	1.772855056	1.123576813
516	0.03833704	0.862531585	0.150028175
517	0.902901166	0.48619955	0.794801384
518	0.631897245	1.482344838	1.414301759
521	0.362486062	0.557508381	0.207062407
522	0.549586222	1.283911234	1.474882575
523	0.241264046	1.633676316	0.629068088
525	0.336556802	0.011092914	0.069660672
526	0.492457072	1.439124735	0.995615606
527	0.386937547	1.757621338	0.941178067
528	0.439582022	2.282575334	1.882471817
529	0.364135689	1.523552627	1.818324105
533	1.649672672	2.77754002	0.743115737
534	0.350374803	1.92798743	1.674643635
535	0.300683099	0.312508751	0.290090026
537	0.509125181	1.486386533	0.565563792
538	0.824574497	1.570885261	1.894735542
539	0.353047034	1.32106891	1.505492657
540	0.24728311	0.847023887	0.254343094
545	0.617004764	1.859144597	2.813996033
546	0.569500953	0.782001256	0.969836204
547	0.153922919	0.280130874	0.508873511
549	0.139617024	0.407514165	0.804092873
550	0.517060513	0.136008594	0.023545765
551	0.001022855	0.785478136	0.116883585
552	0.652665039	0.618888536	1.510237616
553	0.061232435	0.044455519	0.250141142
554	2.057185851	2.208851891	1.836651257
558	0.225348007	0.243729359	0.786125944
563	0.055556569	0.253796089	1.203067362
566	0.361561173	0.601436027	0.295008142
567	0.315881215	0.403927002	0.831744112
570	0.65463444	0.070572046	0.08984507
571	0.168191508	0.270865153	0.373532682
572	0.172121805	1.09615981	0.624221448
573	0.168130132	0.155104803	1.168585655
574	0.011996319	2.12269317	0.588459166
575	0.655939341	0.626748736	0.19583371
576	0.544844435	0.482174565	2.781815696
577	1.441132893	1.119451688	1.925386863
578	0.051123829	0.002241095	0.239794669
579	0.339566629	0.398273338	0.077863526
580	0.31561985	1.063759577	0.704320275
581	0.295191617	0.644716874	0.288304088
582	0.348367218	0.035944795	0.087704951
585	0.837010372	1.054187272	1.915599227
586	0.501419232	1.072069717	2.179365316
587	0.217788943	1.061560096	1.259378311
590	0.057729174	0.033633517	1.422251135
593	1.153280172	0.202383761	0.73324624
594	0.453626215	0.892243743	0.330839216
595	0.513431365	0.276205127	0.3615417
596	0.693243022	0.528386546	1.012773435
597	0.066368298	0.092716207	0.18012284
598	0.187207065	1.169743671	0.355901264
599	0.512263367	0.211371972	0.524151412
602	0.467730492	0.52939601	0.283106297
604	0.164278482	0.516193537	1.407655522
605	0.382853077	0.384458483	0.618585008
607	0.022111697	0.240283587	0.213704549
608	0.185703133	0.231535762	0.216408511
610	0.599484149	0.497669927	0.235124527
611	0.455859706	0.045798829	0.946075641
613	0.171355497	0.793648611	1.040143001
617	0.125862961	1.536863043	0.089089253
622	1.054275636	1.222406662	0.863010456
623	0.034534008	0.382710029	0.192471836
624	1.648829079	0.287429787	1.451206882
627	0.100235091	0.149575414	0.236279448
629	0.700096497	0.404107336	0.884787981
631	0.432205485	0.977203266	0.49679071
632	0.641107366	0.501520742	0.253289528
633	2.052012391	1.409266295	1.629742048
634	0.970284382	1.134506644	0.547021826
635	0.783950866	0.038917239	0.034687179
636	1.024932255	0.134645108	0.641356338
637	0.711139315	1.065052513	0.583368576
638	0.126762647	0.201610725	0.030203349
639	0.418326406	0.975593239	0.149784575
640	1.308529188	0.679049026	0.076382256
641	0.202602248	0.764726511	0.521646732
642	0.052816699	0.711056948	0.652810692
643	0.577384753	1.188363313	0.472665811
644	0.17342768	1.268790598	0.704646606
645	0.068139385	0.293546546	0.40574076
646	0.010963953	0.299861903	0.402187791
648	0.101839551	0.452624612	0.169377208
649	0.595579461	0.748090694	0.666560978
650	0.277606825	0.51402337	0.817732399
651	0.077142066	0.013001552	1.134681307
652	0.031400289	0.515830567	1.208517462
653	1.12405462	0.62941931	1.584228401
654	0.53537173	0.21531631	0.444065282
655	1.073628862	0.96486362	0.91733286
656	0.142204531	0.072006756	0.199940726
657	0.744286078	0.821488054	1.208323734
658	0.274438373	0.117527245	0.16059604
659	2.51844874	2.150984969	0.746711517
660	1.535717023	0.266792517	1.259616496
661	0.270902616	0.570825698	0.460798702
662	0.738870436	0.295745683	0.866843941
663	0.013420576	0.014810982	0.02630595
664	0.47864835	1.051955074	1.782237828
665	1.558301582	0.310279235	0.752233139
666	1.030934432	0.383357924	0.077275526
667	1.199968872	1.432549315	1.98683764
668	0.104169528	0.399855928	0.149749914
669	0.144551569	0.098586999	0.03975582
670	0.305818863	0.234850821	1.166210499
671	0.343555524	0.715455453	1.378526308
672	0.574758768	1.614499257	1.005454698
675	0.507162373	1.404670573	1.212171672
676	0.121792496	0.330448045	0.200957595
677	0.408347559	1.300307653	0.88882657
678	0.671163464	1.23921073	2.4878922
680	0.37749348	0.054551718	0.794310123
682	0.010151535	0.089806129	1.292977039
683	0.39651044	0.647614521	0.138560234
684	0.549811304	0.777034739	0.168156052
685	0.659201305	0.676915361	0.010872051
686	0.564025975	0.977609525	1.192227622
687	0.691657908	1.083459554	2.345637069
688	0.832894437	0.166607605	0.659085922
689	1.798446858	0.682341976	2.509361939
690	0.260630139	0.026140843	0.271302307
694	0.347603912	0.206109243	0.622383401
695	0.40958863	1.536930653	0.250401388
696	0.25959096	0.836993218	0.110418432
699	0.450338012	1.613899823	0.641656693
701	0.695515388	0.646743209	0.066049837
705	0.298939344	0.045404788	0.587487638
706	0.118565319	0.151133161	0.87449069
708	0.422091885	1.725235325	0.73017645
710	0.186052336	0.290061586	0.225844513
711	0.353161442	1.422699527	0.90313844
712	0.051166574	0.126461807	0.21810418
713	0.061897812	0.235549705	0.262613275
715	0.125456941	0.271951494	0.375512559
716	0.143114596	1.291147221	1.107995072
717	0.930130935	0.375818505	0.676676834
718	0.188837506	0.288635401	0.220891208
719	0.25641805	0.238976305	0.595211092
721	0.188634704	1.012756726	1.881082537
722	0.198272645	0.376006359	0.480166408
725	0.169532185	1.097170771	0.44562545
726	0.804297338	0.194745568	0.508988369
727	0.492311859	1.273350352	0.389424274
728	0.132089974	0.073722876	0.841533151
729	0.325801236	0.083866781	0.959106808
730	0.112024747	0.40091857	0.923037621
731	0.038360777	0.162995646	0.194342143
732	0.228326991	0.188745657	0.853921458
733	0.281195281	0.509623156	1.764269148
734	0.972667512	1.04649801	1.311980839
735	0.471944018	0.040072047	0.268895434
738	0.35061549	0.363352026	0.071535724
740	0.193001532	0.963970121	0.073212198
741	0.379680017	0.399046746	0.324048976
744	0.820545999	0.882848089	0.491492961
745	1.605935241	2.022565365	1.924553668
746	0.572463181	0.279036571	0.620942529
747	0.695896686	2.377025436	0.578906501
750	0.137276536	0.232588465	0.145685654
752	0.261905011	0.049279824	0.431354885
753	0.56038416	1.768067613	0.940341828
754	0.038808054	2.086059214	2.78925569
755	1.220765892	0.869835524	1.005077457
757	0.442678882	0.026550616	0.601479151
758	0.167755635	0.231601775	1.423630923
759	0.120847143	0.075925442	0.679153755
760	0.346974952	0.30744548	0.323371381
761	0.590669594	0.292150684	0.525010201
762	0.097456814	0.639227052	0.144155102
763	0.404730842	0.216959303	0.104102286
765	0.094571219	0.059299218	0.847567644
766	0.87203195	0.04668804	0.760574063
767	0.070360313	0.165249372	0.422130617
768	0.260044694	0.93018564	0.853311268
770	0.355770607	0.638678746	3.755042893
771	0.762992743	1.138084748	0.709603701
773	0.493265952	0.470846	0.448721201
774	0.667126619	0.124592607	0.362561031
775	0.511003706	0.625581856	0.029837403
776	0.676101524	0.577024873	0.749182678
777	0.572193138	0.858368403	0.842094605
778	1.123406086	0.016970798	0.11970682
779	0.112774602	0.014651219	0.060267163
780	0.823562599	2.428794916	2.138279784
781	0.380783242	0.217219496	0.716132484
782	0.339879692	0.369258034	1.126914004
783	0.76302009	1.350444827	1.633307602
784	0.08450874	1.534572472	1.096733183
785	0.094845124	0.149114648	0.091130825
786	2.217714966	0.644116238	0.01831293
788	0.224852252	0.145851241	0.159481174
790	0.029422656	0.520332358	0.496778981
793	0.675807533	0.551647798	0.179100864
794	0.29960211	0.398034716	1.03007949
795	0.149566749	0.901438334	0.434491338
796	0.75251673	0.282003091	0.772704353
797	0.032731751	0.18778417	0.131716437
799	0.059254039	0.259108781	0.066447002
800	1.119210609	1.610682878	0.926257374
808	0.47175307	2.03886212	2.531208115
810	0.430048808	0.575646694	0.465051359
811	0.994877559	1.359270986	0.770278612
813	0.527143098	1.194058051	0.704715673
814	0.379626254	0.014613932	0.003822013
815	0.438897142	0.903684275	1.50979136
816	0.271287931	1.401196235	0.518094851
818	0.784088796	0.98692695	0.534230425
819	0.125449263	0.530865634	0.042737325
820	0.303892096	0.114721012	1.3392827
821	0.348440341	0.709008101	0.533777224
822	0.010892646	0.190484065	0.295409791
823	0.06836183	1.103518002	0.03861061
824	0.440169835	0.464886042	1.392669117
825	0.251051398	0.393606652	1.088113112
826	0.153210165	0.206544096	1.266382852
827	1.162535151	0.339033517	0.562057388
829	0.241119656	0.935309044	2.433808658
830	0.369064606	1.14013381	0.724792587
831	1.083920127	1.336559437	1.552129752
832	0.335145505	0.467601687	0.741448617
833	0.26589158	0.327860587	0.860842082
834	0.565750118	1.343274528	0.868359391
835	0.645208666	0.345998892	0.667585023
836	1.01835447	0.025915118	0.802199488
837	0.440144431	0.429329428	1.588278752
838	0.663036854	0.679065344	0.840241888
839	0.732713624	1.433712575	0.666468882
840	0.085566056	0.266291136	0.073186858
841	0.44595378	0.326963396	0.232552824
842	0.03365068	0.362406574	1.480063984
843	1.25120777	0.171670862	0.58448627
844	0.060220739	0.681867254	0.239219779
845	0.73791113	0.034257514	0.878748476
846	0.374839867	0.410704182	0.400243446
847	0.549776422	0.370658801	0.642189754
856	0.244600589	0.295180222	1.191494259
857	0.094991771	0.752827897	0.100408467
858	0.849113515	0.41151013	0.698328764
859	0.021144809	0.234895197	0.319866873
860	0.593639784	0.395770304	1.396260867
861	0.97819404	1.178248756	1.368993699
862	0.474979232	0.958844204	1.254440584
863	0.303694056	0.297448804	0.031514203
864	1.201512691	0.829035599	1.33972828
865	0.174051099	0.632391425	1.282599259
866	0.034062916	0.049783729	0.946665875
867	0.771923846	1.022515995	0.139500686
868	0.358040675	0.435548721	1.10048263
869	1.060703218	1.261028354	0.083439283
871	0.484966883	0.646532302	0.022073047
873	0.012209773	0.665415701	0.073076654
874	0.434375362	0.256356682	0.236105515
875	0.843662042	0.819753503	0.526504102
881	0.157625955	0.031300724	1.0029978
883	0.546497662	0.251578388	0.241859696
885	0.774450524	2.904384026	1.464465818
886	1.176357244	0.816934163	0.969681515
887	0.176241417	0.368790526	0.161080283
889	0.33906807	1.590303742	1.320295451
890	0.143014081	0.468243706	0.393881188
891	0.321878587	0.401990444	0.30360651
892	0.230014009	1.047558519	1.144433299
894	0.33558882	1.383235868	1.985413146
896	0.250019246	0.053341938	2.177976688
898	1.094532651	1.606550418	0.232883541
899	0.06357134	0.413977416	0.382408168
900	0.384756812	0.166132354	0.056096666
901	0.916993296	1.061991783	2.30272941
902	0.341999975	1.662827148	1.547462256
904	0.304477735	0.184397347	0.078787955
905	0.841404378	0.843385619	0.782145929
908	0.574877573	0.856843374	0.756845556
909	0.595385572	0.08763267	0.687448609
910	0.165488939	0.05167209	1.094452397
911	0.169927925	1.202567722	0.526169224
912	0.79858097	0.110966415	0.808398113
913	0.023293536	0.179056323	0.797213667
914	0.134006943	0.584299404	1.115291294
915	0.753325794	1.127276286	1.852454911
916	0.225374273	0.138797881	0.69712451
917	0.674250139	0.009522076	0.8257223
919	1.468803645	0.377811395	0.772824849
920	0.771701728	1.115829711	0.845310431
921	0.093488757	1.217933179	0.074670044
922	0.442203918	0.062162279	0.014236815
923	0.624766876	1.062447958	0.244300298
924	0.288209457	1.071113411	0.768709639
925	0.381943813	1.055697672	0.980447473
926	0.528000281	0.832962533	0.106115821
928	0.039474273	0.315924057	0.375246575
929	0.154023211	0.811768309	0.575824589
930	0.189225015	0.114715029	0.229393349
931	1.017958325	0.099085833	1.537484384
932	0.190953458	0.422094509	0.330957011
933	0.544467036	1.42346196	0.94869794
939	0.160327778	0.38353096	0.2309463
940	1.288765076	0.468931293	0.57986319
941	0.347743919	0.927398047	1.199823295
942	1.698302703	0.700858927	0.636680209
943	0.245500176	0.06466621	0.359683522
944	0.116795633	0.875792361	0.777968785
945	0.594473518	0.05433551	0.781600079
946	0.990601937	0.623762374	2.062714362
947	0.020959233	0.257751454	0.934038532
948	0.410924442	0.193709333	0.767959586
949	0.422659493	0.453260478	1.084249293
950	0.586451683	0.733155672	1.481027004
951	0.358110461	0.424551814	1.171931094
952	0.139283713	1.589979097	1.613530286
953	1.337430268	0.879950681	0.370293155
954	0.788854732	1.419127508	0.253119619
955	0.007111656	0.068402744	0.226868057
956	0.624644131	0.99848712	2.081414352
957	0.277519334	1.138326667	0.117136927
958	1.479149208	1.031030751	1.86369278
959	0.264031919	0.021291658	0.166822337
960	0.456669461	2.297186781	1.61339391
961	0.684951286	1.464612814	1.40924608
962	0.057973552	0.148385979	0.036825696
963	0.104884283	0.578815136	0.224732572
965	0.525865264	0.299820517	0.707836902
966	0.638883618	0.629834641	1.034014749
967	0.014158222	0.661099166	0.044818077
969	0.003543603	0.389981724	0.245266324
970	0.405375679	0.194134785	0.459817364
971	0.703381942	1.144496611	0.811436826
972	0.991640562	0.34076696	0.128772598
973	0.087795614	0.75197642	0.188362532
974	0.783476204	0.377145545	2.75477095
975	0.337063449	1.586064904	1.340538698
976	0.02589697	0.125375642	0.085058521
977	0.355101819	1.302957278	0.011944
978	0.425408443	0.454699621	0.929737785
983	0.401729724	0.208184135	0.629264741
987	1.054684853	0.7372598	0.655563181
988	1.059636676	1.294968682	2.353219689
989	0.273514586	1.70232047	0.548801899
990	0.837540067	0.371623721	0.247835231
991	1.466654072	0.973074128	0.28894039
993	0.413395169	0.365515901	0.431471335
994	0.063990608	0.40263789	0.446875133
995	0.282127948	3.378073183	0.445214839
996	1.007617662	0.946838437	2.196334596
997	0.035167415	0.070504113	0.488861171
